airport_id,name,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,DST,Tz_database_time_zone	,type,source,google_airport_name,google_place_id,google_airport_full_address,airport_rating,number_ratings,website
1028,Gemena Airport,Gemena,Congo (Kinshasa),GMA,FZFK,3.23536992073,19.7712993622,1378,1.0,N,Africa/Kinshasa,airport,OurAirports,Gemena Airport,ChIJcxLJ10e9sBARtAadmLInBv0,"Gemena Airport (GMA), Gemena, Democratic Republic of the Congo",2.6,9,not found
1029,Kotakoli Airport,Kotakoli,Congo (Kinshasa),KLI,FZFP,4.157639980316162,21.65089988708496,1801,1.0,N,Africa/Kinshasa,airport,OurAirports,not found,not found,not found,not found,not found,not found
1030,Lisala Airport,Lisala,Congo (Kinshasa),LIQ,FZGA,2.17066,21.496901,1509,1.0,N,Africa/Kinshasa,airport,OurAirports,Lisala Airport,ChIJtY1b6SKNrRARX4DJnofYSig,"Lisala Airport (LIQ), Lisala, Democratic Republic of the Congo",3,1,not found
1031,Bangoka International Airport,Kisangani,Congo (Kinshasa),FKI,FZIC,0.481638997793,25.337999343899998,1417,2.0,U,Africa/Lubumbashi,airport,OurAirports,Kisangani Bangoka International Airport,ChIJfc56p9CeVxcRHpKV3spGujw,"Kisangani Bangoka International Airport (FKI), Democratic Republic of the Congo",3.3,12,not found
1032,Matari Airport,Isiro,Congo (Kinshasa),IRP,FZJH,2.8276100158691406,27.58830070495605,2438,2.0,U,Africa/Lubumbashi,airport,OurAirports,not found,not found,not found,not found,not found,not found
1033,Bunia Airport,Bunia,Congo (Kinshasa),BUX,FZKA,1.5657199621200562,30.220800399780273,4045,2.0,U,Africa/Lubumbashi,airport,OurAirports,Bunia Airstrip,ChIJpUSGjj0rZBcRC9DcRHhc3d4,"Bunia Airstrip (BUX), Bunia, Democratic Republic of the Congo",3.2,30,not found
1034,Buta Zega Airport,Buta Zega,Congo (Kinshasa),BZU,FZKJ,2.818350076675415,24.79369926452637,1378,2.0,U,Africa/Lubumbashi,airport,OurAirports,Buta Zega Airport,ChIJGaUhNKT4ThcREvrcfRyS8nI,"Buta Zega Airport (BZU), Democratic Republic of the Congo",not found,not found,not found
1035,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),BKY,FZMA,-2.3089799880981445,28.808799743652344,5643,2.0,U,Africa/Lubumbashi,airport,OurAirports,Kavumu,ChIJ6be2lZ6lwhkRSfNVCex9JYU,"Kavumu (BKY), Kavumu, Democratic Republic of the Congo",3.8,21,not found
1036,Goma International Airport,Goma,Congo (Kinshasa),GOM,FZNA,-1.670809984207153,29.23850059509277,5089,2.0,U,Africa/Kigali,airport,OurAirports,Goma Airport,ChIJSayv7P0F3RkRnEC_bKWLwmo,"Goma Airport (GOM), 267 virunga, Goma, Democratic Republic of the Congo",3.2,63,not found
1037,Kindu Airport,Kindu,Congo (Kinshasa),KND,FZOA,-2.91917991638,25.9153995514,1630,2.0,U,Africa/Lubumbashi,airport,OurAirports,Kindu Airport,ChIJ6Ri9CZEw7hkR0iVe2fH9Dsg,"Kindu Airport (KND), Kindu, Democratic Republic of the Congo",3.4,19,not found
1038,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),FBM,FZQA,-11.5913000107,27.5308990479,4295,2.0,U,Africa/Lubumbashi,airport,OurAirports,Lubumbashi International Airport,ChIJmSlRumg4chkRWiyoGhB4xY4,"Lubumbashi International Airport (FBM), Lubumbashi, Democratic Republic of the Congo",2.7,84,not found
1039,Kolwezi Airport,Kolwezi,Congo (Kinshasa),KWZ,FZQM,-10.765899658203123,25.505699157714844,5007,2.0,U,Africa/Lubumbashi,airport,OurAirports,Kolwezi Airport,ChIJtRk84c36eRkRuiSeFj2z9dc,"Kolwezi Airport (KWZ), Kolwezi, Democratic Republic of the Congo",3.7,24,not found
1040,Kalemie Airport,Kalemie,Congo (Kinshasa),FMI,FZRF,-5.8755598068237305,29.25,2569,2.0,U,Africa/Lubumbashi,airport,OurAirports,Kalemie Airport,ChIJu_mBPmzIvRkRRVPZ3nOeQ70,"Kalemie Airport (FMI), Ave Tanganyika, Democratic Republic of the Congo",3.8,6,not found
1041,Kamina Base Airport,Kamina Base,Congo (Kinshasa),KMN,FZSA,-8.642020225524902,25.252899169921875,3543,2.0,U,Africa/Lubumbashi,airport,OurAirports,Kamina Base Airport,ChIJewd99sxqgxkRjtKyY_54Abs,"Kamina Base Airport (KMN), Democratic Republic of the Congo",3.5,4,not found
1042,Kananga Airport,Kananga,Congo (Kinshasa),KGA,FZUA,-5.90005016327,22.4692001343,2139,2.0,U,Africa/Lubumbashi,airport,OurAirports,Kananga Airport,ChIJhRVt4hutIBoR96X6KYD6Mds,"Kananga Airport, N1, Kananga, Democratic Republic of the Congo",3.3,15,http://www.rva.cd/
1043,Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),MJM,FZWA,-6.121240139010001,23.5690002441,2221,2.0,U,Africa/Lubumbashi,airport,OurAirports,Mbuji-Mayi Airport,ChIJm1Ook_dsiRkRbhThM-dyfgs,"Mbuji-Mayi Airport (MJM), Mbuji-Mayi, Democratic Republic of the Congo",3.9,25,not found
1044,Modibo Keita International Airport,Bamako,Mali,BKO,GABS,12.5335,-7.94994,1247,0.0,N,Africa/Bamako,airport,OurAirports,AÉROPORT INTERNATIONAL MODIBO KEÏTA - SENOU,ChIJFVeJ0ijRUQ4RoX9A0aU5dXQ,"AÉROPORT INTERNATIONAL MODIBO KEÏTA - SENOU, Bamako, Mali",3.6,7,https://www.aeroports-mali.ml/
1045,Gao Airport,Gao,Mali,GAQ,GAGO,16.24839973449707,-0.005456000100821257,870,0.0,N,Africa/Bamako,airport,OurAirports,Gao,ChIJI6Nv4gIKIA4RfdaBseA7pFQ,"Gao, Mali",3.3,135,not found
1046,Kayes Dag Dag Airport,Kayes,Mali,KYS,GAKY,14.481200218200685,-11.404399871826172,164,0.0,N,Africa/Bamako,airport,OurAirports,Aéroport Kayes DAG-DAG,ChIJP6VjJHiJ9g4RrmTiZGIMd4M,"Aéroport Kayes DAG-DAG, Kayes, Mali",3,3,not found
1047,Mopti Airport,Mopti,Mali,MZI,GAMB,14.5128002167,-4.07955980301,906,0.0,N,Africa/Bamako,airport,OurAirports,Sevare,ChIJ4R1s_1wTOQ4RzBF5XtjQ8Q8,"Sevare, Mali",3.5,100,not found
1048,Timbuktu Airport,Tombouctou,Mali,TOM,GATB,16.730499267578125,-3.0075800418853764,863,0.0,N,Africa/Bamako,airport,OurAirports,Aéroport de Tombouctou,ChIJ-zoZ3W3OFw4Rb4c7zqf_Ysw,"Aéroport de Tombouctou, Mali",3.2,62,not found
1049,Tessalit Airport,Tessalit,Mali,\N,GATS,20.243000030517575,0.9773079752922058,1621,0.0,N,Africa/Bamako,airport,OurAirports,Tessalit,ChIJW0nS5OKL_BERC7GYMw49dkw,"Tessalit, Mali",not found,not found,not found
1050,Banjul International Airport,Banjul,Gambia,BJL,GBYD,13.338000297546387,-16.65220069885254,95,0.0,N,Africa/Banjul,airport,OurAirports,Banjul International Airport,ChIJdfo9O3Kiwg4RnCrnFiNx4Lc,"Banjul International Airport, The Gambia",3.6,132,http://www.banjulairport.com/
1051,Fuerteventura Airport,Fuerteventura,Spain,FUE,GCFV,28.452699661254893,-13.863800048828125,85,0.0,E,Atlantic/Canary,airport,OurAirports,Airport De Fuerteventura,ChIJiXVgxDbGRwwRu2_SyqFyUCM,"Airport De Fuerteventura, Ctra, El Matorral, s/n, 35610 Puerto del Rosario, Las Palmas, Spain",4,994,http://www.aena.es/es/aeropuerto-fuerteventura/index.html
1052,Hierro Airport,Hierro,Spain,VDE,GCHI,27.814800262451172,-17.887100219726562,103,0.0,E,Atlantic/Canary,airport,OurAirports,Aeropuerto de El Hierro (VDE),ChIJxbBvGRxdawwRc8i2Mndxx3A,"Aeropuerto de El Hierro (VDE), Camino Cangrejo, s/n, 38910 Villa de Valverde, Santa Cruz de Tenerife, Spain",4.4,51,http://www.aena.es/es/aeropuerto-el-hierro/index.html
1053,La Palma Airport,Santa Cruz De La Palma,Spain,SPC,GCLA,28.626499,-17.7556,107,0.0,E,Atlantic/Canary,airport,OurAirports,La Palma Airport,ChIJhVqUN7DsawwRxpZNPm62VEs,"La Palma Airport, Camino la Bajita, s/n, 38739 Villa de Mazo, Santa Cruz de Tenerife, Spain",4,230,http://www.aena.es/es/aeropuerto-la-palma/index.html
1054,Gran Canaria Airport,Gran Canaria,Spain,LPA,GCLP,27.931900024414066,-15.38659954071045,78,0.0,E,Atlantic/Canary,airport,OurAirports,Gran Canaria Airport,ChIJHS1mw2aiQAwR1IWfFX7PS4I,"Gran Canaria Airport (LPA), Autopista GC-1, s/n, 35230, Las Palmas, Spain",4.1,1614,http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Gran-Canaria/es/
1055,Lanzarote Airport,Arrecife,Spain,ACE,GCRR,28.945499,-13.6052,46,0.0,E,Atlantic/Canary,airport,OurAirports,Lanzarote Airport,ChIJWQQNP1cmRgwR_-9bJV-G3DY,"Lanzarote Airport (ACE), Las Palmas, Spain",3.8,913,http://www.aena-aeropuertos.es/es/aeropuerto-lanzarote/index.html
1056,Tenerife South Airport,Tenerife,Spain,TFS,GCTS,28.044500351,-16.5725002289,209,0.0,E,Atlantic/Canary,airport,OurAirports,Tenerife South Airport,ChIJtQc1pJmfagwRATBZlraFkIo,"Tenerife South Airport (TFS), 38610, Santa Cruz de Tenerife, Spain",3.7,1495,http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Tenerife-Sur/en/
1057,Tenerife Norte Airport,Tenerife,Spain,TFN,GCXO,28.4827003479,-16.341499328599998,2076,0.0,E,Atlantic/Canary,airport,OurAirports,Tenerife Norte Airport,ChIJbx3s_vTNQQwReLBTc3mRXBw,"Tenerife Norte Airport, 38297 San Cristóbal de La Laguna, Santa Cruz de Tenerife, Spain",3.9,922,http://www.aena.es/csee/Satellite/Aeropuerto-Tenerife-Norte/es/
1058,Melilla Airport,Melilla,Spain,MLN,GEML,35.279800415,-2.9562599659,156,1.0,E,Europe/Madrid,airport,OurAirports,Aeropuerto de Melilla (MLN),ChIJE0I6RugFdw0RJK0sRKftGTM,"Aeropuerto de Melilla (MLN), Ctra. de Yasinen, s/n, 52005 Melilla, Spain",3.5,101,http://www.aena.es/es/aeropuerto-melilla/index.html
1059,Lungi International Airport,Freetown,Sierra Leone,FNA,GFLL,8.616439999999999,-13.1955,84,0.0,N,Africa/Freetown,airport,OurAirports,Lungi,ChIJqdzJZfK_BA8RhwfX_SjYUGM,"Lungi, Sierra Leone",3.3,202,not found
1060,Cufar Airport,Cufar,Guinea-Bissau,\N,GGCF,11.2878999710083,-15.180500030517578,65,0.0,N,Africa/Bissau,airport,OurAirports,Cufar Airport,ChIJz49rwJhn4Q4RlakyAFodKlM,"Cufar Airport, Guinea-Bissau",not found,not found,not found
1062,Spriggs Payne Airport,Monrovia,Liberia,MLW,GLMR,6.289060115814209,-10.758700370788574,25,0.0,N,Africa/Monrovia,airport,OurAirports,not found,not found,not found,not found,not found,not found
1063,Roberts International Airport,Monrovia,Liberia,ROB,GLRB,6.23379,-10.3623,31,0.0,N,Africa/Monrovia,airport,OurAirports,Roberts International Airport,ChIJT3pU1PSzoA8RdMK4sjteF9k,"Roberts International Airport, Harbel, Liberia",3.1,92,https://www.monrovia-airport.com/
1064,Al Massira Airport,Agadir,Morocco,AGA,GMAD,30.32500076293945,-9.41306972503662,250,0.0,N,Africa/Casablanca,airport,OurAirports,Agadir Al-Massira International Airport,ChIJv7E726rFsw0RadZXN-8H0QM,"Agadir Al-Massira International Airport, BP 2000، Agadir 80000, Morocco",3.3,412,http://www.agadir-airport.com/
1065,Tan Tan Airport,Tan Tan,Morocco,TTA,GMAT,28.448200225830078,-11.161299705505373,653,0.0,N,Africa/Casablanca,airport,OurAirports,Tan Tan Airport,ChIJs3th1iqQSgwRO7P5MBeaIUM,"Tan Tan Airport, 82000, Morocco",4.1,11,not found
1066,Saïss Airport,Fes,Morocco,FEZ,GMFF,33.927299499499995,-4.977960109709999,1900,0.0,N,Africa/Casablanca,airport,OurAirports,Fes Sais International Airport,ChIJT38KqW2Lnw0RsJYdFUj4qQQ,"Fes Sais International Airport, Aéroport Fes Saïss Oulad Tayeb, Maroc، Fes 30000, Morocco",3.5,440,http://www.onda.ma/Nos-A%C3%A9roports/A%C3%A9roport-F%C3%A8s-Sa%C3%AFs
1067,Ifrane Airport,Ifrane,Morocco,\N,GMFI,33.505298614501946,-5.152900218963623,5459,0.0,N,Africa/Casablanca,airport,OurAirports,Ifrane Airport,ChIJgYN5i4zboQ0RmOIJqai2BjY,"Ifrane Airport, Unnamed Road, Ifrane, Morocco",4.7,3,not found
1068,Moulay Ali Cherif Airport,Er-rachidia,Morocco,ERH,GMFK,31.947500228899997,-4.39833021164,3428,0.0,N,Africa/Casablanca,airport,OurAirports,Aéroport Errachidia Moulay Ali Chérif,ChIJK0NCn8tKmA0R5W8Ju1vI6RQ,"Aéroport Errachidia Moulay Ali Chérif, Errachidia, Morocco",4.5,17,not found
1069,Bassatine Airport,Meknes,Morocco,MEK,GMFM,33.879100799560554,-5.515120029449463,1890,0.0,N,Africa/Casablanca,airport,OurAirports,not found,not found,not found,not found,not found,not found
1070,Angads Airport,Oujda,Morocco,OUD,GMFO,34.78720092773437,-1.92399001121521,1535,0.0,N,Africa/Casablanca,airport,OurAirports,Oujda Airport,ChIJLw-79PFmeA0Rryi3WJhz0zg,"Oujda Airport, Morocco",3.7,46,http://www.onda.ma/en/Our-Airports/Oujda-Angads-Airport
1071,Ben Slimane Airport,Ben Slimane,Morocco,GMD,GMMB,33.655399,-7.22145,627,0.0,N,Africa/Casablanca,airport,OurAirports,Ben Slimane Airport,ChIJBRz-hratpw0RZqx1fitqXm4,"Ben Slimane Airport, Morocco",5,4,not found
1072,Rabat-Salé Airport,Rabat,Morocco,RBA,GMME,34.051497999999995,-6.751519999999998,276,0.0,N,Africa/Casablanca,airport,OurAirports,Rabat-Salé Airport,ChIJrw2l_v1Bpw0RaDyXVYV2CLY,"Rabat-Salé Airport, Salé, Morocco",3.9,436,http://www.onda.ma/
1074,Mohammed V International Airport,Casablanca,Morocco,CMN,GMMN,33.36750030517578,-7.589970111846924,656,0.0,N,Africa/Casablanca,airport,OurAirports,Casablanca Mohammed V International Airport,ChIJAfsjV5c6pg0RcxZzOd46pDY,"Casablanca Mohammed V International Airport, Route de Nouasseur, Casablanca, Morocco",2.9,1725,https://www.casablanca-airport.com/
1075,Menara Airport,Marrakech,Morocco,RAK,GMMX,31.6068992615,-8.036299705510002,1545,0.0,N,Africa/Casablanca,airport,OurAirports,Marrakesh Menara Airport,ChIJdcWwntDurw0R5589e1uB9cM,"Marrakesh Menara Airport (RAK), RAK Mhamid، 40000, Morocco",3.3,1630,https://www.a-maps.com/p/recherche.html?q=airport
1076,Kenitra Airport,Kentira,Morocco,NNA,GMMY,34.298900604248054,-6.5958800315856925,16,0.0,N,Africa/Casablanca,airport,OurAirports,BAFRA Military AIRPORT,ChIJDYIjDudZpw0RjSf4mtpPuoQ,"BAFRA Military AIRPORT, Kenitra, Morocco",not found,not found,not found
1077,Ouarzazate Airport,Ouarzazate,Morocco,OZZ,GMMZ,30.939100265500002,-6.909430027010001,3782,0.0,N,Africa/Casablanca,airport,OurAirports,Aéroport de Ouarzazate,ChIJe0wFIGQQuw0RS4cN-fqJ-WY,"Aéroport de Ouarzazate, Ouarzazate 45000, Morocco",3.1,25,not found
1078,Cherif Al Idrissi Airport,Al Hociema,Morocco,AHU,GMTA,35.177101135253906,-3.83951997756958,95,0.0,N,Africa/Casablanca,airport,OurAirports,Aéroport Al Hoceima Cherif Al Idrissi-مطار الحسيمة الشريف الإدريسي,ChIJ0_IUa5UsdA0RP66l7Djkli0,"Aéroport Al Hoceima Cherif Al Idrissi-مطار الحسيمة الشريف الإدريسي, BP260, Morocco",3.3,19,http://www.onda.ma/mobile/Site-Mobile
1079,Saniat R'mel Airport,Tetouan,Morocco,TTU,GMTN,35.594299316406,-5.320020198822,10,0.0,N,Africa/Casablanca,airport,OurAirports,Sania Ramel Airport,ChIJr8314gxDCw0RrGF-zPVsALs,"Sania Ramel Airport, 89 Avenu 9 Avril, Tétouan 93000 Avenu 9 Avril, Tétouan 93000, Morocco",3.7,27,not found
1080,Ibn Batouta Airport,Tanger,Morocco,TNG,GMTT,35.726898193400004,-5.916890144349999,62,0.0,N,Africa/Casablanca,airport,OurAirports,Tangier Ibn Battuta Airport,ChIJd8_eU16ICw0RBYtN1xQA-Fs,"Tangier Ibn Battuta Airport, Aéroport Tanger-Ibn Batouta, Tanger, Morocco",3.6,359,not found
1081,Ziguinchor Airport,Ziguinchor,Senegal,ZIG,GOGG,12.5556,-16.281799,75,0.0,N,Africa/Dakar,airport,OurAirports,Ziguinchor Airport,ChIJB9lbNmyR5w4RR07jGIBWlXk,"Ziguinchor Airport (ZIG), Unnamed Road, Senegal",3.8,57,not found
1082,Cap Skirring Airport,Cap Skiring,Senegal,CSK,GOGS,12.39533,-16.748,52,0.0,N,Africa/Dakar,airport,OurAirports,Cap Skirring Airport,ChIJbcNyouxw3Q4R7pLyMo2A9vs,"Cap Skirring Airport (CSK), Senegal",3.7,13,not found
1083,Kaolack Airport,Kaolack,Senegal,KLC,GOOK,14.146900177001953,-16.051300048828125,26,0.0,N,Africa/Dakar,airport,OurAirports,Kaolack Airport,ChIJjR5Xw2SW6Q4RkDhY7-j0GTo,"Kaolack Airport, N1, Kaolack, Senegal",3.7,20,not found
1084,Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,GOOY,14.739700317382812,-17.49020004272461,85,0.0,N,Africa/Dakar,airport,OurAirports,Léopold Sédar Senghor International Airport,ChIJI0-Alq8SwQ4RXOYL-pL5OGw,"Léopold Sédar Senghor International Airport (DKR), Yoff, Dakar, Senegal",3.5,417,http://www.aeroport-dakar.com/
1085,Saint Louis Airport,St. Louis,Senegal,XLS,GOSS,16.050800323486328,-16.463199615478516,9,0.0,N,Africa/Dakar,airport,OurAirports,St. Louis Lambert International Airport,ChIJ8YhjxbQ234cRpncwZrzNq50,"St. Louis Lambert International Airport (STL), 10701 Lambert International Blvd, St. Louis, MO 63145, USA",3.6,926,http://www.flystl.com/
1086,Bakel Airport,Bakel,Senegal,BXE,GOTB,14.847299575805664,-12.468299865722654,98,0.0,N,Africa/Dakar,airport,OurAirports,Bakel Airport,ChIJC21yNRHd8w4RSAow2FN_irI,"Bakel Airport (BXE), Senegal",3.5,4,not found
1087,Kédougou Airport,Kedougou,Senegal,KGG,GOTK,12.57229995727539,-12.22029972076416,584,0.0,N,Africa/Dakar,airport,OurAirports,Kedougou Airport,ChIJVZoo1act-g4RmzaGGjM5sqY,"Kedougou Airport (KGG), Kédougou, Senegal",2.8,14,not found
1088,Tambacounda Airport,Tambacounda,Senegal,TUD,GOTT,13.73680019378662,-13.65310001373291,161,0.0,N,Africa/Dakar,airport,OurAirports,Tambacounda Airport,ChIJ9VhsLbnQ7w4RBVC_m5oEeII,"Tambacounda Airport (TUD), Senegal",3.6,18,not found
1089,Aioun el Atrouss Airport,Aioun El Atrouss,Mauritania,AEO,GQNA,16.711299896240234,-9.637880325317383,951,0.0,N,Africa/Nouakchott,airport,OurAirports,Aioun el Atrouss Airport (AEO),ChIJ6R51aJ_sYA4RDbQMKoHXc7s,"Aioun el Atrouss Airport (AEO), Mauritania",4,8,not found
1090,Tidjikja Airport,Tidjikja,Mauritania,TIY,GQND,18.57010078430176,-11.423500061035154,1363,0.0,N,Africa/Nouakchott,airport,OurAirports,Tidjikja Airport,ChIJ-1rWCFv5iA4Rp0bVjWX5c74,"Tidjikja Airport, Mauritania",4,4,not found
1091,Kiffa Airport,Kiffa,Mauritania,KFA,GQNF,16.59000015258789,-11.406200408935547,424,0.0,N,Africa/Nouakchott,airport,OurAirports,Mauritania,ChIJf5cLBdwhiw4RJcZomLlnhA8,Mauritania,4.4,7,not found
1092,Néma Airport,Nema,Mauritania,EMN,GQNI,16.621999740600586,-7.3165998458862305,751,0.0,N,Africa/Nouakchott,airport,OurAirports,not found,not found,not found,not found,not found,not found
1093,Kaédi Airport,Kaedi,Mauritania,KED,GQNK,16.159500122070312,-13.50759983062744,66,0.0,N,Africa/Nouakchott,airport,OurAirports,Kaédi Airport,ChIJgxjLeqVVjQ4Rmw5W8VEJgws,"Kaédi Airport, Kaédi, Mauritania",4.7,6,not found
1094,Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,NKC,GQNO,18.31,-15.969722199999998,9,0.0,N,Africa/Nouakchott,airport,OurAirports,Nouakchott International Airport - Oumtounsy,ChIJtdrYxh2wlw4RJ-A7tu8IUZI,"Nouakchott International Airport - Oumtounsy, Mauritania",4.2,282,http://www.sam.mr/
1095,Sélibaby Airport,Selibabi,Mauritania,SEY,GQNS,15.179699897766113,-12.207300186157227,219,0.0,N,Africa/Nouakchott,airport,OurAirports,Aéroport Selibaby,ChIJgd0FvI6O8w4R34rn2m8wqnw,"Aéroport Selibaby, Mauritania",not found,not found,not found
1096,Atar International Airport,Atar,Mauritania,ATR,GQPA,20.506799697875977,-13.04319953918457,734,0.0,N,Africa/Nouakchott,airport,OurAirports,Atar International Airport,ChIJK31rfnmchA4RSTaKPvl04UA,"Atar International Airport, Atar, Mauritania",4.3,38,not found
1097,Nouadhibou International Airport,Nouadhibou,Mauritania,NDB,GQPP,20.9330997467041,-17.030000686645508,24,0.0,N,Africa/Nouakchott,airport,OurAirports,Nouadhibou International Airport,ChIJaZeSmKGzoQ4RYtTvWWHeDms,"Nouadhibou International Airport, Nouadhibou, Mauritania",4,115,not found
1098,Bir Moghrein Airport,Bir Moghrein,Mauritania,\N,GQPT,25.2367000579834,-11.588700294494627,1206,0.0,N,Africa/Nouakchott,airport,OurAirports,Bir Moghrein,ChIJcQcIfC92MgwRrgT4pw2EePI,"Bir Moghrein, Mauritania",not found,not found,not found
1099,Fria Airport,Fira,Guinea,FIG,GUFA,10.350600242615,-13.569199562072999,499,0.0,N,Africa/Conakry,airport,OurAirports,not found,not found,not found,not found,not found,not found
1100,Faranah Airport,Faranah,Guinea,FAA,GUFH,10.0354995728,-10.7698001862,1476,0.0,N,Africa/Conakry,airport,OurAirports,Faranah Airport,ChIJ_____wNzAA8RgtqA746w85s,"Faranah Airport, Faranah, Guinea",not found,not found,not found
1101,Tata Airport,Labe,Guinea,LEK,GULB,11.326100349426,-12.286800384521001,3396,0.0,N,Africa/Conakry,airport,OurAirports,Suite 100,ChIJhxtSZo6dj4ARJ76uf5heRHc,"700 Airport Blvd Suite 100, Burlingame, CA 94010, USA",not found,not found,https://tatacommunications.com/
1102,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,SID,GVAC,16.7414,-22.9494,177,-1.0,U,Atlantic/Cape_Verde,airport,OurAirports,Amílcar Cabral International Airport,ChIJ-WjO-PmgTAkRMAq3lSW12Q4,"Amílcar Cabral International Airport, Aeroporto Internacional Amílcar Cabral, Espargos 4110, Cape Verde",3.8,173,http://www.asa.cv/index.php?option=com_content&view=article&id=137&Itemid=58
1103,Rabil Airport,Boa Vista,Cape Verde,BVC,GVBA,16.136499404907227,-22.888900756835927,69,-1.0,U,Atlantic/Cape_Verde,airport,OurAirports,International Airport Aristides Pereira,ChIJB1Rit4kkSwkRIczmUZiMepU,"International Airport Aristides Pereira, Rabil, Cape Verde",3.9,81,http://www.asa.cv/aeroportos/aeroporto-da-boavista/
1104,Maio Airport,Maio,Cape Verde,MMO,GVMA,15.15590000152588,-23.21369934082031,36,-1.0,U,Atlantic/Cape_Verde,airport,OurAirports,Maio Tour - Coffee Snack Bar,ChIJKYxyDEJ7NQkR9n0R1Mqbqis,"Maio Tour - Coffee Snack Bar, MAIO AIRPORT, Cape Verde",2.6,13,https://www.asa.cv/aerodromos/aerodromo-do-maio/
1105,Preguiça Airport,Sao Nocolau Island,Cape Verde,SNE,GVSN,16.58839988708496,-24.28470039367676,669,-1.0,U,Atlantic/Cape_Verde,airport,OurAirports,Campo De Priguiça,ChIJA7GHb1SsTgkRItsBgqvGljk,"Campo De Priguiça, Cape Verde",not found,not found,not found
1106,São Pedro Airport,Sao Vicente Island,Cape Verde,VXE,GVSV,16.833200454711914,-25.05529975891113,66,-1.0,U,Atlantic/Cape_Verde,airport,OurAirports,not found,not found,not found,not found,not found,not found
1107,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD,HAAB,8.97789001465,38.7993011475,7630,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Bole International Airport,ChIJYUz_CeqESxYR1IYvnDyMglQ,"Bole International Airport, Addis Ababa, Ethiopia",3.1,1329,http://addisairport.com/
1108,Lideta Army Airport,Addis Ababa,Ethiopia,\N,HAAL,9.003685,38.725498,7749,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Ethiopia,ChIJp5SpKWOGSxYRStZT1Jt5XOU,"Addis Ababa, Ethiopia",3.3,24,not found
1109,Arba Minch Airport,Arba Minch,Ethiopia,AMH,HAAM,6.0393900871276855,37.59049987792969,3901,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Ethiopia,ChIJNwfCS9G8uhcR8SXWgRZXG24,"Arba Minch, Ethiopia",4,26,not found
1110,Axum Airport,Axum,Ethiopia,AXU,HAAX,14.14680004119873,38.77280044555664,6959,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Aksum,ChIJWyH6HLj8axYR7ZIT7CoE6Pg,"Aksum, Ethiopia",3.5,36,not found
1111,Bahir Dar Airport,Bahar Dar,Ethiopia,BJR,HABD,11.608099937438965,37.32160186767578,5978,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Bahir Dar International Airport,ChIJY5enOgDORBYRgFwoZviiVKM,"Bahir Dar International Airport, Bahir Dar, Ethiopia",3.9,44,not found
1112,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,DIR,HADR,9.624699592590332,41.85419845581055,3827,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Dire Dawa - Aba Tenna Dejazmach Yilma International Airport,ChIJf1h-3GT-MBYRGjZkI8YNMZ8,"Dire Dawa - Aba Tenna Dejazmach Yilma International Airport, Dire Dawa, Ethiopia",5,1,http://ourairports.com/airports/HADR/
1113,Gambella Airport,Gambella,Ethiopia,GMB,HAGM,8.12876033782959,34.563098907470696,1614,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Gambela Airport,ChIJOTJIztt_qhcR6zwcV_X-HrE,"Gambela Airport, Ethiopia",not found,not found,not found
1114,Gonder Airport,Gondar,Ethiopia,GDQ,HAGN,12.51990032196045,37.433998107910156,6449,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Gondar Airport,ChIJsZ3gBKQvQxYR69KvqnsgzsE,"Gondar Airport, Unnamed Road, Azezo, Ethiopia",not found,not found,http://www.ethiopianairlines.com/
1116,Jimma Airport,Jimma,Ethiopia,JIM,HAJM,7.66609001159668,36.81660079956055,5500,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Abba Jifar Airport,ChIJY0tnnofHrRcRlgae2Ow0_tE,"Abba Jifar Airport, Jima, Ethiopia",3.8,33,not found
1117,Lalibella Airport,Lalibella,Ethiopia,LLI,HALL,11.975000381469727,38.97999954223633,6506,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Lalibela Airport,ChIJ35E0avdHQRYRrW0q444lDz0,"Lalibela Airport, Ethiopia",4.5,8,not found
1118,Mekele Airport,Makale,Ethiopia,MQX,HAMK,13.467399597167967,39.53350067138672,7396,3.0,U,Africa/Addis_Ababa,airport,OurAirports,Alula Aba Nega Airport,ChIJoSMae1HiahYRAK3S9pUDCwc,"Alula Aba Nega Airport, Mekele, Ethiopia",3.9,8,not found
