index,airline,airlineId,srcIata,srcAirportId,dstIata,dstAirport,codeshare,stops,equipment,number_routes
3199,X3,2681,MUC,346,BVC,1103,,0,73H,1
3200,X3,2681,MUC,346,CFU,1460,,0,73H,1
3201,X3,2681,MUC,346,DLM,1715,,0,73H,1
3202,X3,2681,MUC,346,DUS,345,,0,73H,1
3203,X3,2681,MUC,346,FAO,1626,,0,73H,1
3204,X3,2681,MUC,346,FUE,1051,,0,73H,1
3205,X3,2681,MUC,346,HER,1452,,0,73H,1
3206,X3,2681,MUC,346,KGS,1458,,0,73H,1
3207,X3,2681,MUC,346,LPA,1054,,0,73H,1
3208,X3,2681,MUC,346,PMI,3998,,0,73H,1
3209,X3,2681,MUC,346,RHO,1472,,0,73H,1
3210,X3,2681,MUC,346,TFS,1056,,0,73H,1
3211,X3,2681,MUC,346,XRY,1226,,0,73H,1
3212,X7,1775,MIA,3576,APF,4012,,0,CNA,1
3213,XL,1034,MIA,3576,GYE,2673,Y,0,738 763 757,1
3214,XL,1034,MIA,3576,UIO,2688,,0,763,1
3215,XQ,4573,MUC,346,ADB,1706,,0,738,1
3216,XQ,4573,MUC,346,AYT,1688,,0,738,1
3217,XU,\N,DXB,2188,BBO,1122,,0,M82,1
3218,XU,\N,DXB,2188,HGA,1121,,0,M82,1
3219,XY,3754,DXB,2188,JED,2072,,0,320,1
3220,XY,3754,DXB,2188,RUH,2082,,0,320,1
3221,XY,3754,LGW,502,JED,2072,,0,330,1
3222,Y4,5325,DEN,3751,MEX,1824,,0,320,1
3223,Y7,13088,DXB,2188,KJA,4374,,0,738,1
3224,Y9,3148,DXB,2188,GSM,5712,,0,F50 M80,1
3225,Y9,3148,DXB,2188,KIH,2109,,0,M80 F50,1
3226,YM,3539,LGW,502,TIV,1743,,0,100,1
3227,YO,16150,LGW,502,HME,238,Y,0,320,1
3228,YQ,16882,MUC,346,VOZ,2987,,0,S20,1
3229,Z2,9764,ICN,3930,CEB,4206,,0,320,1
3230,Z2,9764,ICN,3930,KLO,2430,,0,320,1
3231,Z2,9764,ICN,3930,MNL,2397,,0,320,1
3232,Z6,16120,IST,1701,DNK,2941,Y,0,ER4,1
3233,ZB,220,BCN,1218,BHX,469,,0,320 321,1
3234,ZB,220,BCN,1218,LBA,517,,0,320,1
3235,ZB,220,BCN,1218,LGW,502,,0,321 752,1
3236,ZB,220,BCN,1218,MAN,478,,0,321,1
3237,ZB,220,LGW,502,ACE,1055,,0,321,1
3238,ZB,220,LGW,502,AGP,1230,,0,321 752,1
3239,ZB,220,LGW,502,ALC,1212,,0,321 752,1
3240,ZB,220,LGW,502,AYT,1688,,0,321,1
3241,ZB,220,LGW,502,BCN,1218,,0,321 752,1
3242,ZB,220,LGW,502,BJV,4315,,0,321,1
3243,ZB,220,LGW,502,DBV,1200,,0,321 752,1
3244,ZB,220,LGW,502,DLM,1715,,0,321 752,1
3245,ZB,220,LGW,502,FAO,1626,,0,752 321 332,1
3246,ZB,220,LGW,502,FNC,4091,,0,321,1
3247,ZB,220,LGW,502,HER,1452,,0,321,1
3248,ZB,220,LGW,502,HRG,1130,,0,321,1
3249,ZB,220,LGW,502,LCA,1197,,0,321,1
3250,ZB,220,LGW,502,MAH,1231,,0,321,1
3251,ZB,220,LGW,502,NBE,7447,,0,321,1
3252,ZB,220,LGW,502,NCE,1354,,0,321,1
3253,ZB,220,LGW,502,PFO,1198,,0,321,1
3254,ZB,220,LGW,502,PMI,3998,,0,321 752,1
3255,ZB,220,LGW,502,SSH,4057,,0,332 321,1
3256,ZB,220,LGW,502,TFS,1056,,0,321 752 332,1
3257,ZB,220,LGW,502,VCE,1551,,0,321,1
3258,ZB,220,LGW,502,VRN,1550,,0,321,1
3259,ZE,9809,HKG,3077,ICN,3930,,0,738,1
3260,ZE,9809,ICN,3930,BKI,3269,,0,738,1
3261,ZE,9809,ICN,3930,BKK,3885,,0,738,1
3262,ZE,9809,ICN,3930,HKG,3077,,0,738,1
3263,ZE,9809,ICN,3930,KIX,3992,,0,738,1
3264,ZE,9809,ICN,3930,NRT,2279,,0,738,1
3265,ZE,9809,ICN,3930,TNA,4108,,0,738,1
3266,ZH,4611,HKG,3077,JJN,6386,,0,320,1
3267,ZH,4611,ICN,3930,SZX,3374,,0,738,1
3268,ZK,2607,DEN,3751,AIA,7067,,0,BE1,1
3269,ZK,2607,DEN,3751,ALS,7073,,0,BE1 BEH,1
3270,ZK,2607,DEN,3751,BFF,5723,,0,BE1,1
3271,ZK,2607,DEN,3751,CEZ,4338,,0,BE1,1
3272,ZK,2607,DEN,3751,CYS,3804,,0,BEH BE1,1
3273,ZK,2607,DEN,3751,DDC,5733,,0,BEH BE1,1
3274,ZK,2607,DEN,3751,EAR,6129,,0,EM2,1
3275,ZK,2607,DEN,3751,FMN,3743,,0,BE1,1
3276,ZK,2607,DEN,3751,LBF,5748,,0,BE1,1
3277,ZK,2607,DEN,3751,LBL,4341,,0,BE1 BEH,1
3278,ZK,2607,DEN,3751,MCK,7068,,0,BEH,1
3279,ZK,2607,DEN,3751,PGA,4124,,0,BE1,1
3280,ZK,2607,DEN,3751,PIR,5761,,0,BE1,1
3281,ZK,2607,DEN,3751,RIW,6881,,0,EM2,1
3282,ZK,2607,DEN,3751,SHR,5769,,0,EM2,1
