index,airline,airlineId,srcIata,srcAirportId,dstIata,dstAirport,codeshare,stops,equipment,number_routes
470,BA,1355,LGW,502,MLE,3156,,0,777,1
471,BA,1355,LGW,502,MRU,893,,0,777,1
472,BA,1355,LGW,502,NAP,1561,,0,320 734 319,1
473,BA,1355,LGW,502,NCE,1354,,0,320 734 319,1
474,BA,1355,LGW,502,NQY,481,Y,0,DH4,1
475,BA,1355,LGW,502,OLB,1520,Y,0,737,1
476,BA,1355,LGW,502,PFO,1198,,0,319,1
477,BA,1355,LGW,502,PSA,1562,,0,734 319,1
478,BA,1355,LGW,502,RAK,1075,,0,734 319 320,1
479,BA,1355,LGW,502,SKG,1486,,0,734,1
480,BA,1355,LGW,502,SZG,1612,,0,734,1
481,BA,1355,LGW,502,TFS,1056,,0,320,1
482,BA,1355,LGW,502,TIA,1190,,0,734,1
483,BA,1355,LGW,502,TPA,3646,,0,777,1
484,BA,1355,LGW,502,TRN,1526,,0,319 320 734,1
485,BA,1355,LGW,502,UVF,2894,,0,777,1
486,BA,1355,LGW,502,VCE,1551,,0,734 319 320,1
487,BA,1355,LGW,502,VRN,1550,,0,734 319 320,1
488,BA,1355,MIA,3576,ATL,3682,Y,0,ER4 738,1
489,BA,1355,MIA,3576,BCN,1218,Y,0,763,1
490,BA,1355,MIA,3576,CDG,1382,Y,0,763,1
491,BA,1355,MIA,3576,CUR,2897,Y,0,738,1
492,BA,1355,MIA,3576,LHR,507,,0,744,1
493,BA,1355,MIA,3576,MAD,1229,Y,0,333 763 346,1
494,BA,1355,MIA,3576,MEX,1824,Y,0,738,1
495,BA,1355,MIA,3576,MSY,3861,Y,0,738,1
496,BA,1355,MIA,3576,MXP,1524,Y,0,763,1
497,BA,1355,MIA,3576,STT,2883,Y,0,757,1
498,BA,1355,MUC,346,BLL,608,Y,0,FRJ,1
499,BA,1355,MUC,346,LHR,507,,0,321 320 319,1
500,BE,2421,LGW,502,NQY,481,,0,DH4,1
501,BG,1359,DXB,2188,CGP,3069,,0,313,1
502,BG,1359,DXB,2188,ZYL,3074,,0,313,1
503,BG,1359,HKG,3077,DAC,3076,,0,D1C,1
504,BI,4255,DXB,2188,BWN,3272,,0,787,1
505,BI,4255,HKG,3077,BWN,3272,,0,320,1
506,BJ,3740,MUC,346,DJE,293,,0,321,1
507,BJ,3740,MUC,346,NBE,7447,,0,320,1
508,BM,312,MUC,346,BRS,490,,0,ER4,1
509,BR,2091,HKG,3077,TPE,2276,,0,321 333 77W M90 332 74E,1
510,BR,2091,ICN,3930,KHH,2264,,0,M90,1
511,BR,2091,ICN,3930,TPE,2276,,0,332 333,1
512,BT,333,BCN,1218,RIX,3953,,0,735 73C,1
513,BT,333,LGW,502,RIX,3953,,0,73C 735,1
514,BT,333,MUC,346,AUH,2179,,0,332 345 333,1
515,BT,333,MUC,346,RIX,3953,,0,73C DH4 735 733,1
516,BW,1663,LGW,502,POS,2902,,0,767,1
517,BW,1663,MIA,3576,POS,2902,,0,738,1
518,BX,5982,HKG,3077,PUS,2372,,0,321,1
519,CA,751,BCN,1218,VIE,1613,,0,333,1
520,CA,751,DXB,2188,PEK,3364,,0,333,1
521,CA,751,HKG,3077,CKG,3393,,0,737,1
522,CA,751,HKG,3077,CTU,3395,,0,320,1
523,CA,751,HKG,3077,DLC,3404,,0,738,1
524,CA,751,HKG,3077,HGH,3386,Y,0,321 333 320,1
525,CA,751,HKG,3077,PEK,3364,,0,772 321 744 333 320,1
526,CA,751,HKG,3077,TSN,3368,,0,738,1
527,CA,751,HKG,3077,WUH,3376,,0,320,1
528,CA,751,ICN,3930,CKG,3393,,0,763 321,1
529,CA,751,ICN,3930,CTU,3395,Y,0,321,1
530,CA,751,ICN,3930,DLC,3404,Y,0,321,1
531,CA,751,ICN,3930,HFE,3389,,0,321,1
532,CA,751,ICN,3930,HGH,3386,,0,321,1
533,CA,751,ICN,3930,PEK,3364,,0,330 738,1
534,CA,751,ICN,3930,TAO,3390,,0,738 321,1
535,CA,751,ICN,3930,TNA,4108,Y,0,738,1
536,CA,751,ICN,3930,TSN,3368,,0,738,1
537,CA,751,ICN,3930,YNJ,6414,,0,738,1
538,CA,751,ICN,3930,YNT,3392,,0,321,1
539,CA,751,IST,1701,CAN,3370,,0,330 343,1
540,CA,751,IST,1701,PEK,3364,,0,77W,1
541,CA,751,IST,1701,PVG,3406,,0,77W,1
542,CA,751,LGW,502,PEK,3364,,0,330,1
543,CA,751,MUC,346,ATH,3941,,0,330,1
544,CA,751,MUC,346,PEK,3364,,0,330,1
545,CA,751,MUC,346,PVG,3406,Y,0,346,1
546,CI,1756,HKG,3077,CGK,3275,,0,333,1
547,CI,1756,HKG,3077,KHH,2264,,0,333 E90 738,1
548,CI,1756,HKG,3077,TNN,2270,,0,E90,1
549,CI,1756,HKG,3077,TPE,2276,,0,333 738 744 343,1
550,CI,1756,ICN,3930,TPE,2276,,0,333 738,1
551,CM,1889,MIA,3576,PTY,1871,,0,738 73G,1
552,CX,1680,BCN,1218,DOH,11051,,0,332,1
553,CX,1680,DXB,2188,HKG,3077,,0,333,1
554,CX,1680,HKG,3077,ADL,3341,,0,333,1
555,CX,1680,HKG,3077,AKL,2006,,0,343,1
556,CX,1680,HKG,3077,AMS,580,,0,343,1
557,CX,1680,HKG,3077,AUH,2179,,0,333,1
558,CX,1680,HKG,3077,BKI,3269,,0,321 320,1
559,CX,1680,HKG,3077,BKK,3885,,0,772 333 343 77W 773,1
560,CX,1680,HKG,3077,BLR,3131,,0,333,1
561,CX,1680,HKG,3077,BNE,3320,,0,333,1
562,CX,1680,HKG,3077,BOM,2997,,0,333,1
563,CX,1680,HKG,3077,CAN,3370,,0,333 321 320,1
564,CX,1680,HKG,3077,CCU,3043,,0,320,1
565,CX,1680,HKG,3077,CDG,1382,,0,77W 343,1
566,CX,1680,HKG,3077,CEB,4206,,0,333 77W 343,1
567,CX,1680,HKG,3077,CGK,3275,,0,333 343 773,1
568,CX,1680,HKG,3077,CGO,3375,,0,320,1
569,CX,1680,HKG,3077,CJU,2370,,0,320,1
570,CX,1680,HKG,3077,CKG,3393,,0,320 321,1
571,CX,1680,HKG,3077,CNS,3322,,0,333,1
572,CX,1680,HKG,3077,CNX,3931,,0,320,1
573,CX,1680,HKG,3077,CSX,3371,,0,320 321,1
574,CX,1680,HKG,3077,CTS,2287,,0,744 333,1
575,CX,1680,HKG,3077,CTU,3395,,0,320 333 321,1
576,CX,1680,HKG,3077,DAC,3076,,0,333,1
577,CX,1680,HKG,3077,DAD,3196,,0,320,1
578,CX,1680,HKG,3077,DEL,3093,,0,333,1
579,CX,1680,HKG,3077,DME,4029,,0,343,1
580,CX,1680,HKG,3077,DOH,11051,,0,332 333,1
581,CX,1680,HKG,3077,DPS,3940,,0,773 744,1
582,CX,1680,HKG,3077,DXB,2188,,0,333,1
583,CX,1680,HKG,3077,EWR,3494,,0,77W,1
584,CX,1680,HKG,3077,FCO,1555,,0,343,1
585,CX,1680,HKG,3077,FOC,3385,,0,333,1
586,CX,1680,HKG,3077,FRA,340,,0,77W,1
587,CX,1680,HKG,3077,FUK,2305,,0,321 333,1
588,CX,1680,HKG,3077,HAK,4120,,0,320 321,1
589,CX,1680,HKG,3077,HAN,3199,,0,320 321,1
590,CX,1680,HKG,3077,HGH,3386,,0,321 333 320,1
591,CX,1680,HKG,3077,HKT,3179,,0,320 321,1
592,CX,1680,HKG,3077,HND,2359,,0,744,1
593,CX,1680,HKG,3077,HYD,\N,,0,333,1
594,CX,1680,HKG,3077,ICN,3930,,0,333 773 772 77W 343,1
595,CX,1680,HKG,3077,JFK,3797,,0,77W,1
596,CX,1680,HKG,3077,JNB,813,,0,744,1
597,CX,1680,HKG,3077,KHH,2264,,0,320 333 321,1
598,CX,1680,HKG,3077,KHV,2927,,0,320,1
599,CX,1680,HKG,3077,KIX,3992,,0,333 744 773 77W 343 772,1
600,CX,1680,HKG,3077,KMG,3382,,0,333 320 321,1
601,CX,1680,HKG,3077,KUL,3304,,0,333 772 738 343 773,1
602,CX,1680,HKG,3077,KWL,3372,,0,320 321,1
603,CX,1680,HKG,3077,LAX,3484,,0,77W,1
604,CX,1680,HKG,3077,LHR,507,,0,77W,1
605,CX,1680,HKG,3077,MAA,3144,,0,333,1
606,CX,1680,HKG,3077,MEL,3339,,0,333,1
607,CX,1680,HKG,3077,MLE,3156,,0,333,1
608,CX,1680,HKG,3077,MNL,2397,,0,77W 343 744 333 772,1
609,CX,1680,HKG,3077,MXP,1524,,0,77W,1
610,CX,1680,HKG,3077,NAN,1960,Y,0,332,1
611,CX,1680,HKG,3077,NGB,3387,,0,320 321,1
612,CX,1680,HKG,3077,NGO,3942,,0,333 343,1
613,CX,1680,HKG,3077,NKG,3388,,0,333 321 320,1
614,CX,1680,HKG,3077,NRT,2279,,0,773 744 77W 772 333 343,1
615,CX,1680,HKG,3077,OKA,2384,,0,333,1
616,CX,1680,HKG,3077,ORD,3830,,0,77W,1
617,CX,1680,HKG,3077,PEK,3364,,0,333 77W 321 320 343,1
618,CX,1680,HKG,3077,PEN,3308,,0,333,1
619,CX,1680,HKG,3077,PER,3351,,0,333,1
620,CX,1680,HKG,3077,PUS,2372,,0,321 320,1
621,CX,1680,HKG,3077,PVG,3406,,0,333 77W 321 320 773 772 343,1
622,CX,1680,HKG,3077,RUH,2082,,0,333,1
623,CX,1680,HKG,3077,SFO,3469,,0,77W 744,1
624,CX,1680,HKG,3077,SGN,3205,,0,321 77W 333 343,1
625,CX,1680,HKG,3077,SHA,3391,,0,333,1
626,CX,1680,HKG,3077,SIN,3316,,0,772 77W 333 773 343,1
627,CX,1680,HKG,3077,SUB,3928,,0,333 772,1
628,CX,1680,HKG,3077,SYD,3361,,0,333,1
629,CX,1680,HKG,3077,SYX,4030,,0,320 321,1
630,CX,1680,HKG,3077,TAO,3390,,0,333 320,1
631,CX,1680,HKG,3077,TPE,2276,,0,333 77W 744 772 773 343 320 321,1
632,CX,1680,HKG,3077,USM,3177,,0,320 319,1
633,CX,1680,HKG,3077,VVO,2934,,0,320,1
634,CX,1680,HKG,3077,WNZ,6392,,0,321 320,1
635,CX,1680,HKG,3077,WUH,3376,,0,321 320,1
636,CX,1680,HKG,3077,XIY,3379,,0,320 321,1
637,CX,1680,HKG,3077,XMN,3383,,0,333 321 320,1
638,CX,1680,HKG,3077,YVR,156,,0,77W,1
639,CX,1680,HKG,3077,YYZ,193,,0,77W,1
640,CX,1680,ICN,3930,HKG,3077,,0,333 773 772 77W 343,1
641,CX,1680,ICN,3930,TPE,2276,,0,773 343 772,1
642,CY,1942,MUC,346,FRA,340,,0,320,1
643,CY,1942,MUC,346,LCA,1197,,0,320,1
644,CZ,1767,DXB,2188,CAN,3370,,0,772,1
645,CZ,1767,HKG,3077,CAN,3370,,0,320,1
646,CZ,1767,HKG,3077,CGO,3375,,0,738,1
647,CZ,1767,HKG,3077,MXZ,6354,,0,E90,1
648,CZ,1767,HKG,3077,PEK,3364,,0,321,1
649,CZ,1767,HKG,3077,SHE,4144,,0,320,1
650,CZ,1767,HKG,3077,SWA,4302,,0,738,1
651,CZ,1767,HKG,3077,WUH,3376,,0,738,1
652,CZ,1767,HKG,3077,XMN,3383,,0,738,1
653,CZ,1767,ICN,3930,CAN,3370,,0,321,1
654,CZ,1767,ICN,3930,CGO,3375,,0,73J 73H 738,1
655,CZ,1767,ICN,3930,CGQ,4380,,0,321,1
656,CZ,1767,ICN,3930,CSX,3371,,0,320,1
657,CZ,1767,ICN,3930,DLC,3404,,0,321 319,1
658,CZ,1767,ICN,3930,HRB,3400,,0,320,1
659,CZ,1767,ICN,3930,MDG,3402,,0,73J 320,1
660,CZ,1767,ICN,3930,PEK,3364,,0,321,1
661,CZ,1767,ICN,3930,PVG,3406,,0,738,1
662,CZ,1767,ICN,3930,SHE,4144,,0,321 320,1
663,CZ,1767,ICN,3930,WUH,3376,,0,738,1
664,CZ,1767,ICN,3930,YNJ,6414,,0,321,1
665,CZ,1767,IST,1701,URC,3399,,0,330,1
666,D3,1966,DXB,2188,HGA,1121,,0,321,1
667,D7,2417,ICN,3930,KUL,3304,,0,330,1
668,DE,1868,LGW,502,ACE,1055,Y,0,757,1
669,DE,1868,LGW,502,CUN,1852,Y,0,330,1
670,DE,1868,MUC,346,ACE,1055,,0,757 32S,1
671,DE,1868,MUC,346,AGA,1064,,0,32S,1
672,DE,1868,MUC,346,AYT,1688,,0,757,1
673,DE,1868,MUC,346,CFU,1460,,0,32S,1
674,DE,1868,MUC,346,CHQ,1474,,0,32S,1
675,DE,1868,MUC,346,DJE,293,,0,757,1
676,DE,1868,MUC,346,DLM,1715,,0,757,1
677,DE,1868,MUC,346,FNC,4091,,0,32S,1
678,DE,1868,MUC,346,FUE,1051,,0,32S,1
679,DE,1868,MUC,346,HER,1452,,0,32S,1
680,DE,1868,MUC,346,HRG,1130,,0,757,1
681,DE,1868,MUC,346,IBZ,1225,,0,32S,1
682,DE,1868,MUC,346,KGS,1458,,0,32S,1
683,DE,1868,MUC,346,LPA,1054,,0,757,1
684,DE,1868,MUC,346,PMI,3998,,0,32S 757,1
685,DE,1868,MUC,346,PUJ,1760,,0,767,1
686,DE,1868,MUC,346,RHO,1472,,0,32S,1
687,DE,1868,MUC,346,SPC,1053,,0,32S,1
688,DE,1868,MUC,346,TFS,1056,,0,32S 757,1
689,DE,1868,MUC,346,XRY,1226,,0,32S,1
690,DG,4475,HKG,3077,CRK,4140,,0,320,1
691,DL,2009,BCN,1218,JFK,3797,,0,333,1
692,DL,2009,DEN,3751,ATL,3682,,0,757 M90 738,1
693,DL,2009,DEN,3751,CVG,3488,Y,0,CR9,1
694,DL,2009,DEN,3751,DTW,3645,,0,M90 320,1
695,DL,2009,DEN,3751,JFK,3797,,0,73H,1
696,DL,2009,DEN,3751,LGA,3697,,0,320,1
697,DL,2009,DEN,3751,MEM,3473,Y,0,CR9,1
698,DL,2009,DEN,3751,MSP,3858,,0,M90 320 738 757,1
699,DL,2009,DEN,3751,SLC,3536,,0,320,1
700,DL,2009,DXB,2188,ATL,3682,,0,77L,1
701,DL,2009,HKG,3077,NRT,2279,,0,332 777,1
702,DL,2009,ICN,3930,ATL,3682,Y,0,77W,1
703,DL,2009,ICN,3930,DFW,3670,Y,0,772,1
704,DL,2009,ICN,3930,DTW,3645,,0,744,1
705,DL,2009,ICN,3930,HNL,3728,Y,0,333 744,1
706,DL,2009,ICN,3930,IAD,3714,Y,0,77W 772,1
707,DL,2009,ICN,3930,JFK,3797,,0,388 77W,1
708,DL,2009,ICN,3930,LAS,3877,Y,0,772,1
709,DL,2009,ICN,3930,LAX,3484,Y,0,388 77W,1
710,DL,2009,ICN,3930,ORD,3830,Y,0,772 77W,1
711,DL,2009,ICN,3930,REP,3035,Y,0,73H,1
712,DL,2009,ICN,3930,SEA,3577,Y,0,772 77W,1
713,DL,2009,ICN,3930,SFO,3469,Y,0,77W 772,1
714,DL,2009,LGW,502,LAS,3877,Y,0,744,1
715,DL,2009,LGW,502,MCO,3878,Y,0,744,1
716,DL,2009,MIA,3576,ATL,3682,,0,M88 757 M90 73H ,1
717,DL,2009,MIA,3576,CDG,1382,Y,0,77W,1
718,DL,2009,MIA,3576,DTW,3645,,0,320 M88,1
719,DL,2009,MIA,3576,FCO,1555,Y,0,772 330,1
720,DL,2009,MIA,3576,JFK,3797,,0,M88 73H 738 319,1
721,DL,2009,MIA,3576,LAX,3484,,0,738,1
722,DL,2009,MIA,3576,LGA,3697,,0,320 M88 738,1
723,DL,2009,MIA,3576,LHR,507,Y,0,744 333,1
724,DL,2009,MIA,3576,MEX,1824,,0,737,1
725,DL,2009,MIA,3576,MID,1819,,0,EMJ,1
726,DL,2009,MIA,3576,MSP,3858,,0,320 M90,1
727,DL,2009,MIA,3576,PAP,1897,,0,320,1
728,DL,2009,MIA,3576,SDQ,1762,Y,0,738,1
729,DL,2009,MIA,3576,SVO,2985,,0,332,1
730,DL,2009,MUC,346,ATL,3682,,0,764,1
731,DT,5133,DXB,2188,LAD,951,,0,772,1
732,DY,3737,BCN,1218,ARN,737,,0,73H,1
733,DY,3737,BCN,1218,BGO,636,,0,73H,1
734,DY,3737,BCN,1218,CPH,609,,0,73H,1
735,DY,3737,BCN,1218,GOT,687,,0,73H,1
736,DY,3737,BCN,1218,HAM,342,,0,73H,1
737,DY,3737,BCN,1218,HEL,421,,0,73H,1
738,DY,3737,BCN,1218,LGW,502,,0,73H,1
739,DY,3737,BCN,1218,OSL,644,,0,73H,1
740,DY,3737,BCN,1218,SXF,337,,0,73H,1
741,DY,3737,BCN,1218,TRF,664,,0,73H,1
742,DY,3737,BCN,1218,WAW,679,,0,73H,1
743,DY,3737,LGW,502,AAL,628,,0,73H,1
744,DY,3737,LGW,502,ACE,1055,,0,73H,1
745,DY,3737,LGW,502,AES,630,,0,73H,1
746,DY,3737,LGW,502,AGP,1230,,0,73H,1
747,DY,3737,LGW,502,ALC,1212,,0,73H,1
748,DY,3737,LGW,502,ARN,737,,0,73H,1
749,DY,3737,LGW,502,BCN,1218,,0,73H,1
750,DY,3737,LGW,502,BGO,636,,0,73H,1
751,DY,3737,LGW,502,BUD,1489,,0,73H,1
752,DY,3737,LGW,502,CPH,609,,0,73H,1
753,DY,3737,LGW,502,CTA,1509,,0,73H,1
754,DY,3737,LGW,502,DBV,1200,,0,73H,1
755,DY,3737,LGW,502,FAO,1626,,0,73H,1
756,DY,3737,LGW,502,FCO,1555,,0,73H,1
757,DY,3737,LGW,502,FUE,1051,,0,73H,1
758,DY,3737,LGW,502,GOT,687,,0,73H,1
759,DY,3737,LGW,502,HEL,421,,0,73H,1
760,DY,3737,LGW,502,IBZ,1225,,0,73H,1
761,DY,3737,LGW,502,JTR,1479,,0,73H,1
762,DY,3737,LGW,502,LCA,1197,,0,73H,1
763,DY,3737,LGW,502,LPA,1054,,0,73H,1
764,DY,3737,LGW,502,NCE,1354,,0,73H,1
765,DY,3737,LGW,502,OSL,644,,0,73H,1
766,DY,3737,LGW,502,PMI,3998,,0,73H,1
767,DY,3737,LGW,502,SPU,1206,,0,73H,1
768,DY,3737,LGW,502,SVG,666,,0,73H,1
769,DY,3737,LGW,502,TFS,1056,,0,73H,1
770,DY,3737,LGW,502,TOS,663,,0,73H,1
771,DY,3737,LGW,502,TRD,665,,0,73H,1
772,DY,3737,LGW,502,TRF,664,,0,73H,1
773,DY,3737,MUC,346,AGP,1230,,0,73H,1
774,DY,3737,MUC,346,ALC,1212,,0,73H,1
775,DY,3737,MUC,346,ARN,737,,0,73H,1
776,DY,3737,MUC,346,LPA,1054,,0,73H,1
777,DY,3737,MUC,346,OSL,644,,0,73H,1
778,DY,3737,MUC,346,TFS,1056,,0,73H,1
779,EI,837,BCN,1218,DUB,599,,0,320,1
780,EI,837,BCN,1218,ORK,596,,0,320,1
781,EI,837,LGW,502,BHD,467,,0,320 319,1
782,EI,837,LGW,502,DUB,599,,0,320,1
783,EI,837,LGW,502,NOC,600,,0,319,1
784,EI,837,MUC,346,DUB,599,,0,320,1
785,EI,837,MUC,346,ORK,596,,0,320,1
786,EK,2183,BCN,1218,DXB,2188,,0,388,1
787,EK,2183,DXB,2188,ACC,248,,0,77W,1
788,EK,2183,DXB,2188,ADD,1107,,0,332,1
789,EK,2183,DXB,2188,ADL,3341,,0,77W,1
790,EK,2183,DXB,2188,ALG,210,,0,77W,1
791,EK,2183,DXB,2188,AMD,2994,,0,332,1
792,EK,2183,DXB,2188,AMM,2170,,0,773 77W 772,1
793,EK,2183,DXB,2188,AMS,580,,0,388,1
794,EK,2183,DXB,2188,ARN,737,,0,77W,1
795,EK,2183,DXB,2188,ATH,3941,,0,77W,1
796,EK,2183,DXB,2188,BAH,2057,,0,332 772 773,1
797,EK,2183,DXB,2188,BCN,1218,,0,388,1
798,EK,2183,DXB,2188,BEY,2177,,0,773,1
799,EK,2183,DXB,2188,BGW,4130,,0,332,1
800,EK,2183,DXB,2188,BHX,469,,0,77W,1
801,EK,2183,DXB,2188,BKK,3885,,0,388 77W,1
802,EK,2183,DXB,2188,BLR,3131,,0,773,1
803,EK,2183,DXB,2188,BNE,3320,,0,388,1
804,EK,2183,DXB,2188,BOM,2997,,0,772 332 77W 73H 773,1
805,EK,2183,DXB,2188,BOS,3448,,0,77L,1
806,EK,2183,DXB,2188,BSR,2234,,0,332,1
807,EK,2183,DXB,2188,CAI,1128,,0,773 772,1
808,EK,2183,DXB,2188,CAN,3370,,0,77W,1
809,EK,2183,DXB,2188,CCJ,3137,,0,332 772,1
810,EK,2183,DXB,2188,CCU,3043,,0,332,1
811,EK,2183,DXB,2188,CDG,1382,,0,77W 388,1
812,EK,2183,DXB,2188,CGK,3275,,0,77W,1
813,EK,2183,DXB,2188,CMB,3024,,0,77W,1
814,EK,2183,DXB,2188,CMN,1074,,0,77W,1
815,EK,2183,DXB,2188,COK,3136,,0,772 773 332,1
816,EK,2183,DXB,2188,CPH,609,,0,77W,1
817,EK,2183,DXB,2188,CPT,797,,0,77W,1
818,EK,2183,DXB,2188,DAC,3076,,0,77W,1
819,EK,2183,DXB,2188,DAR,1177,,0,773,1
820,EK,2183,DXB,2188,DEL,3093,,0,772 73H 77W 773,1
821,EK,2183,DXB,2188,DFW,3670,,0,77L,1
822,EK,2183,DXB,2188,DKR,1084,,0,343,1
823,EK,2183,DXB,2188,DME,4029,,0,388,1
824,EK,2183,DXB,2188,DMM,2064,,0,332 773 772,1
825,EK,2183,DXB,2188,DOH,11051,,0,772 77W 773 332,1
826,EK,2183,DXB,2188,DUB,599,,0,77W,1
827,EK,2183,DXB,2188,DUR,799,,0,77W,1
828,EK,2183,DXB,2188,DUS,345,,0,77W,1
829,EK,2183,DXB,2188,EBB,1187,,0,345,1
830,EK,2183,DXB,2188,EBL,3989,,0,332,1
831,EK,2183,DXB,2188,FCO,1555,,0,388 77W,1
832,EK,2183,DXB,2188,FRA,340,,0,77W,1
833,EK,2183,DXB,2188,GIG,2560,,0,77W,1
834,EK,2183,DXB,2188,GLA,534,,0,77W 77L,1
835,EK,2183,DXB,2188,GRU,2564,,0,77W,1
836,EK,2183,DXB,2188,GVA,1665,,0,77L 77W,1
837,EK,2183,DXB,2188,HAM,342,,0,77W,1
838,EK,2183,DXB,2188,HKG,3077,,0,388 77W,1
839,EK,2183,DXB,2188,HKT,3179,,0,77W,1
840,EK,2183,DXB,2188,HND,2359,,0,77L,1
841,EK,2183,DXB,2188,HYD,\N,,0,772 332,1
842,EK,2183,DXB,2188,IAD,3714,,0,77W,1
843,EK,2183,DXB,2188,IAH,3550,,0,77W,1
844,EK,2183,DXB,2188,ICN,3930,,0,388,1
845,EK,2183,DXB,2188,IKA,4330,,0,772 77W 332,1
846,EK,2183,DXB,2188,ISB,2223,,0,77W,1
847,EK,2183,DXB,2188,IST,1701,,0,77W,1
848,EK,2183,DXB,2188,JED,2072,,0,388,1
849,EK,2183,DXB,2188,JFK,3797,,0,388,1
850,EK,2183,DXB,2188,JNB,813,,0,77W,1
851,EK,2183,DXB,2188,KBL,2050,,0,345,1
852,EK,2183,DXB,2188,KBP,2939,,0,345,1
853,EK,2183,DXB,2188,KHI,2206,,0,77W,1
854,EK,2183,DXB,2188,KIX,3992,,0,77W,1
855,EK,2183,DXB,2188,KRT,1175,,0,332,1
856,EK,2183,DXB,2188,KUL,3304,,0,77W 773,1
857,EK,2183,DXB,2188,KWI,2176,,0,77W 772 332 773,1
858,EK,2183,DXB,2188,LAD,951,,0,77W 332 77L,1
859,EK,2183,DXB,2188,LAX,3484,,0,388,1
860,EK,2183,DXB,2188,LCA,1197,,0,773,1
861,EK,2183,DXB,2188,LED,2948,,0,77L 77W,1
862,EK,2183,DXB,2188,LGW,502,,0,77W 388,1
863,EK,2183,DXB,2188,LHE,2207,,0,77W,1
864,EK,2183,DXB,2188,LHR,507,,0,388,1
865,EK,2183,DXB,2188,LIS,1638,,0,77W,1
866,EK,2183,DXB,2188,LOS,273,,0,77W,1
867,EK,2183,DXB,2188,LUN,907,,0,343,1
868,EK,2183,DXB,2188,LYS,1335,,0,77L,1
869,EK,2183,DXB,2188,MAA,3144,,0,77W 772 332 773,1
870,EK,2183,DXB,2188,MAD,1229,,0,77W,1
871,EK,2183,DXB,2188,MAN,478,,0,77W 388,1
872,EK,2183,DXB,2188,MCT,2194,,0,738 332 E75 73H 77W 772 E90,1
873,EK,2183,DXB,2188,MED,2074,,0,332,1
874,EK,2183,DXB,2188,MEL,3339,,0,388,1
875,EK,2183,DXB,2188,MLA,1606,,0,773,1
876,EK,2183,DXB,2188,MLE,3156,,0,773 77W,1
877,EK,2183,DXB,2188,MNL,2397,,0,77W,1
878,EK,2183,DXB,2188,MRU,893,,0,388 77W,1
879,EK,2183,DXB,2188,MUC,346,,0,388,1
880,EK,2183,DXB,2188,MXP,1524,,0,77W 773,1
881,EK,2183,DXB,2188,NBO,4059,,0,77W 77L,1
882,EK,2183,DXB,2188,NCE,1354,,0,77W,1
883,EK,2183,DXB,2188,NCL,521,,0,77W,1
884,EK,2183,DXB,2188,NRT,2279,,0,77W,1
885,EK,2183,DXB,2188,PEK,3364,,0,388 77W,1
886,EK,2183,DXB,2188,PER,3351,,0,77W,1
887,EK,2183,DXB,2188,PEW,2219,,0,772 332,1
888,EK,2183,DXB,2188,PRG,1587,,0,77W,1
889,EK,2183,DXB,2188,PVG,3406,,0,388 77W,1
890,EK,2183,DXB,2188,RUH,2082,,0,77W 773 772,1
891,EK,2183,DXB,2188,SAH,3980,,0,332,1
892,EK,2183,DXB,2188,SEA,3577,,0,77W,1
893,EK,2183,DXB,2188,SEZ,994,,0,77W,1
894,EK,2183,DXB,2188,SFO,3469,,0,77W,1
895,EK,2183,DXB,2188,SGN,3205,,0,772,1
896,EK,2183,DXB,2188,SIN,3316,,0,77W 388,1
897,EK,2183,DXB,2188,SKT,6776,,0,332,1
898,EK,2183,DXB,2188,SYD,3361,,0,388,1
899,EK,2183,DXB,2188,TPE,2276,,0,77W,1
900,EK,2183,DXB,2188,TRV,3153,,0,332,1
901,EK,2183,DXB,2188,TUN,287,,0,773,1
902,EK,2183,DXB,2188,VCE,1551,,0,77W,1
903,EK,2183,DXB,2188,VIE,1613,,0,77W,1
904,EK,2183,DXB,2188,WAW,679,,0,332,1
905,EK,2183,DXB,2188,YYZ,193,,0,388,1
906,EK,2183,DXB,2188,ZRH,1678,,0,388 77W,1
907,EK,2183,HKG,3077,BKK,3885,,0,388,1
908,EK,2183,HKG,3077,DXB,2188,,0,388 77W,1
909,EK,2183,ICN,3930,DXB,2188,,0,388,1
910,EK,2183,IST,1701,DXB,2188,,0,77W,1
911,EK,2183,LGW,502,DXB,2188,,0,77W 388,1
912,EK,2183,MUC,346,DXB,2188,,0,388,1
913,EN,807,MUC,346,BRI,1501,,0,E95,1
914,EN,807,MUC,346,FLR,1563,,0,E95,1
915,EN,807,MUC,346,VCE,1551,,0,E95,1
916,EN,807,MUC,346,VRN,1550,,0,E95,1
917,EP,2923,DXB,2188,BDH,2110,,0,AT7,1
918,EP,2923,DXB,2188,BND,2134,,0,100,1
919,EP,2923,DXB,2188,BUZ,2106,,0,100,1
920,EP,2923,DXB,2188,IKA,4330,,0,343,1
921,EP,2923,DXB,2188,LFM,\N,,0,AT7,1
922,EP,2923,DXB,2188,LRR,5934,,0,100 AT7,1
923,EP,2923,DXB,2188,MHD,4331,,0,100,1
924,EP,2923,DXB,2188,SYZ,2157,,0,100,1
925,EP,2923,DXB,2188,TBZ,2162,,0,100,1
926,EP,2923,DXB,2188,ZAH,2167,,0,100,1
927,EP,2923,DXB,2188,ZBR,2166,,0,100,1
928,EP,2923,IST,1701,IKA,4330,,0,340,1
929,ET,2220,BCN,1218,FRA,340,Y,0,321,1
